imdb_id,new_budget,vote_count,vote_average,new_popularity,new_revenue,new_runtime,new_release_date,genres1,genres2,genres3,company1,company2,company3
tt2245084,0,17,6.5,2.336,11095236,150,1/10/2008,Drama,Thriller,Comedy,France Télévisions,Focus Features,Denver and Delilah Productions
tt4158624,0,8,4.7,1.375,1,94,9/28/2001,History,Action,Science Fiction,StudioCanal,Arcade Pictures,Lauren Levine Productions Inc.
tt0245891,0,21,6,2.063,26394,97,1/1/2000,Thriller,Comedy,Drama,Golan-Globus Productions,Walt Disney Pictures,Walt Disney Productions
tt0104348,0,24,5.6,2.587,884100,94,10/26/2012,Animation,Comedy,Adventure,Apatow Productions,Universal Pictures,Relativity Media
tt2243537,0,14,5.5,4.014,1102469,96,7/24/1992,Drama,Comedy,Drama,Alpha Pictures,RatPac-Dune Entertainment,SLM Production Group
tt0034902,0,155,7.4,12.327,141864,102,12/15/1990,Drama,Adventure,Drama,Biograf Jan Sverák,Columbia Pictures,Relativity Media
tt0298203,0,337,4.9,9.458,14796236,108,4/10/2008,Comedy,Action,Crime,Universal Pictures,Good Machine,Valhalla Motion Pictures
tt0166110,0,13,4,4.371,2118871,86,12/5/2013,Action,Comedy,Drama,Carolco Pictures,Laika Entertainment,China Film Co-Production Corporation
tt0079501,0,70,6.4,7.524,2479538,114,8/21/2009,Drama,Family,Animation,Wild Bunch,A Grand Elephant,Bold Films
tt0790636,0,1958,6.5,12.312,5972942,128,12/21/2016,Fantasy,Science Fiction,Western,20th Century Fox,Village Roadshow Pictures,Beacon Communications
tt1185431,0,244,7.5,9.328,11030861,102,3/11/2004,Drama,Comedy,Crime,Krane Entertainment,Paramount,Permut Presentations
tt1152822,0,41,6.3,5.339,1007583,130,12/2/1994,Adventure,Fantasy,Drama,Walt Disney Pictures,Ruby Films,Essential Media and Entertainment
tt1704573,0,27,5,4.599,10967,92,9/15/2010,Drama,Romance,War,Greek Film Centre,Boo Productions,Horsefly Productions
tt0109450,0,21,5.7,3.291,12384120,109,9/28/1984,Science Fiction,Comedy,Drama,Nomadic Pictures,Columbia Pictures,Jersey Films
tt1103273,0,199,7.4,6.597,124518,108,5/30/2015,Crime,Thriller,Drama,Film4 Productions,Arts Council of Wales,Canal+
tt0322802,0,1,5,0.6,1131688,84,7/10/2009,Drama,Action,Thriller,Cooga Mooga,Joseph M. Schenck Enterprises,20th Century Fox
tt0087482,0,77,6.7,5.261,1015339,139,4/23/2016,Crime,Comedy,Romance,TV Tokyo,Shogakukan Production,Tomy
tt4298958,0,2,9,1.431,33031,92,10/29/1999,Mystery,Thriller,Action,Threshold Entertainment,Lions Gate Family Entertainment,Will Packer Productions
tt4273562,0,88,4.8,5.527,24707633,104,6/29/1990,Action,Mystery,Science Fiction,Warner Bros. Pictures,Darko Entertainment,Rudius Films
tt0138537,0,128,5.8,6.526,18642,83,9/19/2013,Comedy,Drama,Drama,Orange Sky Golden Harvest,Virtual Studios,Radiant Productions
tt0065988,0,14,5.1,1.229,5000,102,11/27/2015,Romance,Horror,Science Fiction,"Toei Company, Ltd.",Moxie Firecracker Films,Warner Bros. Pictures
tt1247704,0,30,7.3,2.147,58,127,3/12/2010,Romance,Comedy,Mystery,Alphaville Films,Universal Pictures,Renaissance Pictures
tt5157018,0,46,6.1,4.557,6742168,115,2/28/1992,Family,Fantasy,Comedy,Artistry Limited,Investors In Industry PLC,Robert Fleming Leasing Limited
tt0356618,0,26,5.8,2.445,6500000,96,5/19/2005,Action,Thriller,Action,7 Pictures,RatPac-Dune Entertainment,Atlas Entertainment
tt1186830,0,169,6,6.625,8265,96,12/5/2014,Drama,History,Romance,Palatine Étoile 9,Umedia,uFund
tt0093692,0,43,5.7,3.324,4134992,150,2/2/1990,Crime,Mystery,Thriller,Conseil Général du Morbihan,Région Basse-Normandie,Centre National de la Cinématographie
tt1109624,0,269,4.5,7.375,2756,157,10/23/2014,Romance,Drama,Comedy,Columbia Pictures,"Ruddy Morgan Organization, The",20th Century Fox
tt0087800,0,95,7.2,8.002,32000000,121,11/14/2013,Drama,Documentary,Drama,Team Todd,Boxing Cat Films,Delphi Productions
tt3704538,0,25,5.6,3.776,6660333,100,7/30/1982,Comedy,Action,Thriller,Intermedia Films,Pathé Renn Productions,Egmond Film & Television
tt1285016,0,327,7.1,5.163,3002884,97,7/31/2015,Romance,Comedy,Action,20th Century Fox,Ingenious Media,Metro-Goldwyn-Mayer
tt1196340,0,42,7.5,3.216,153936,111,1/28/1937,Thriller,Romance,Animation,The Walsh Company,What Just Happened Productions,Universal Pictures
tt0120772,0,9,8.3,1.824,1,100,6/8/1995,Adventure,Family,Comedy,Compass International Pictures,Falcon International Productions,Plan B Entertainment
tt0134619,0,35,6.3,3.238,9488998,70,11/5/1993,Comedy,Drama,Romance,Virtual Studios,Scott Free Productions,Alberta Film Entertainment
tt0119094,0,57,6.8,3.457,5355847,85,10/30/2011,Comedy,Adventure,Comedy,Jesse Films Inc.,Warner Bros. Pictures,Kennedy Miller Productions
tt0790686,0,2,5.5,0.923,38585,106,9/16/2004,Romance,Comedy,Crime,Gordon Company,Silver Pictures,20th Century Fox
tt0112373,0,799,7.2,11.85,110197,115,6/1/2009,Comedy,Drama,Romance,Aspen Film Society,Universal Pictures,Alphaville Films
tt0360216,0,12,2.8,2.905,1500000,75,9/27/2014,Adventure,Drama,Thriller,Provident Films,Pure Flix Entertainment,Affirm Films
tt0120042,0,7,7,2.236,46352,134,5/25/2001,Thriller,Comedy,Romance,Interscope Communications,Happy Madison Productions,Touchstone Pictures
tt3626436,0,183,6.9,11.29,10000000,157,12/14/1959,Comedy,Crime,Drama,Ram Bergman Productions,Endgame Entertainment,Preferred Content
tt0120184,0,77,6.6,8.269,27540561,98,1/1/1993,History,War,Comedy,Aashirvad Cinemas,Dune Entertainment,21 Laps Entertainment
tt1220628,0,160,7.2,9.256,66207073,97,7/23/2016,Comedy,Romance,Action,1492 Pictures,Trimark Pictures,Crystal Sky Worldwide
tt0846040,0,45,7.6,2.781,161,130,9/5/2014,Adventure,Crime,Mystery,Prism Entertainment Corporation,20th Century Fox,Face Productions
tt0108592,0,3,7,0.6,14056,107,9/21/2012,Drama,Fantasy,Family,Baltimore Spring Creek Pictures,Warner Bros. Pictures,Marvel Enterprises
tt0804516,0,47,7.2,4.098,8500000,123,11/20/1961,Romance,Comedy,Romance,Trollhättan Film,Memfis Film,France 3 Cinéma
tt0107076,0,94,6.5,4.786,1128345,92,5/20/2006,Drama,Animation,Family,Isabella Films B.V.,Pain Unlimited GmbH Filmproduktion,Something Else B.V.
tt0088206,0,126,7.3,5.3,279735,90,9/21/2012,Drama,Comedy,Romance,SVT,WDR/Arte,Film i Väst
tt0055100,0,174,7.2,9.926,19406406,95,10/17/2009,Documentary,Horror,Mystery,Edith Film Oy,Invicta Capital,4.5
tt2975590,0,72,6.9,8.002,4059673,175,10/1/1980,Thriller,Comedy,Drama,TV 2,Lions Gate Films,Speedie Distribution
tt0471030,0,98,4.9,7.008,15240435,124,4/22/1994,Drama,Action,Comedy,FilmNation Entertainment,Faliro House Productions,The Combine
tt1034032,0,4,5.5,1.56,54058,114,9/11/2009,Comedy,Thriller,Action,BD Cine,Impossible Films,Dimension Films
tt0414055,0,66,7.7,5.443,763847,119,6/9/1994,Romance,Science Fiction,Action,Centre National de la Cinématographie,Canal+,ARTE France Cinéma
tt0107254,0,117,6.8,8.462,1562546,106,11/2/2012,Drama,Thriller,Action,Pandora Film,Alcatraz Films,Red Om Films
tt3707106,0,41,5.6,4.793,7680000,91,8/14/1981,Drama,Adventure,Animation,Mandate Pictures,Riff Raff Film Productions,Marvel Enterprises
tt0054698,0,183,6.6,7.389,33232,99,4/21/2013,Action,Drama,Action,Imaginary Forces,Justin Pictures,Linovo Productions GmbH & Co. KG
tt0068473,0,35,7,3.39,2415396,169,3/20/1991,Adventure,Animation,Family,Thunder Road Pictures,Jon Shestack Productions,Warner Bros. Pictures
tt0077651,0,430,7,7.461,73961419,103,12/14/1979,Mystery,Adventure,Drama,SlashFiction,Whitesands Media House,Columbia Pictures
tt0079367,0,359,6.1,10.273,201719,128,4/20/2017,Fantasy,Comedy,Drama,Gracie Films,Columbia Pictures,DNA Films
tt0816692,0,814,5.7,13.663,35081550,97,12/13/2002,Romance,Drama,Thriller,Relativity Media,Castle Rock Entertainment,Studio Babelsberg
tt3335606,0,390,7.9,7.117,2550508,129,6/11/2011,Adventure,Fantasy,Action,Dream Factory Group,Reel FX Creative Studios,Mandoo Pictures
tt2140379,0,7,5.8,2.308,1328001,124,5/13/1988,Thriller,Drama,Action,Lipsync Productions,Thin Man Films,Focus Features International (FFI)
tt0095629,0,3,4.3,0.74,1221832,109,5/15/1994,Action,Comedy,Adventure,Universal Pictures,LivePlanet,Zide-Perry Productions
tt0241527,0,251,6.5,7.105,3094813,115,8/3/2012,Music,Romance,Drama,Imagine Entertainment,Bac Films,Conseil Régional de Franche-Comté
tt1405365,0,21,6.6,2.223,729043,96,5/28/2013,Science Fiction,Romance,Drama,Sony Pictures Animation,Columbia Pictures,Sony Pictures
tt0481141,0,44,6.3,2.083,20047604,97,10/6/1989,Mystery,Thriller,Drama,Rimfire Films,Pannónia Filmstúdió,Felix the Cat Creations
tt2126403,0,148,7.3,7.664,500000,128,12/19/1968,Animation,Drama,Comedy,Amblin Entertainment,Universal Pictures,Amblimation
tt0097579,0,115,7.2,5.692,3946880,86,3/5/2014,Thriller,Western,Drama,Sony Pictures,Savoy Pictures,HBO Films
tt0118954,0,283,7.2,7.418,4430765,88,9/10/2010,Drama,Mystery,Thriller,Helios-Filmproduktion,Animus Films,Millennium Films
tt3129564,0,187,6.9,6.478,9027600,101,10/30/2015,Fantasy,Drama,Music,1492 Pictures,Laurence Mark Productions,Radiant Productions
tt1441912,0,197,6.3,6.631,81303447,115,12/1/2007,Thriller,Crime,Horror,Fierce Entertainment,Current Entertainment,Rogue Films
tt3754940,0,68,6,4.055,8800000,90,5/3/1985,Thriller,Drama,Thriller,Film Rites,Imagine Entertainment,Universal Pictures
tt0470765,0,24,4.7,2.625,7,118,1/16/1998,Romance,Adventure,Drama,Groucho II Film Partnership,Silver Pictures,Warner Bros. Pictures
tt3922818,0,50,5.9,3.902,12247,108,7/6/2013,Science Fiction,Family,Drama,Vertigo Entertainment,Hammer Film Productions,Alliance Films
tt0116040,0,271,6.4,5.757,342835,100,10/12/2007,Music,Romance,Comedy,Plural - Jempsa,Prana Animation Studios,Destination Films
tt2382396,0,8,3.7,2.329,62949,86,6/9/1995,Action,Crime,Mystery,Stillking Films,Jerry Bruckheimer Films,Touchstone Pictures
tt0036775,0,30,6.8,3.474,76447420,109,3/6/1998,Drama,Romance,Action,Rogue Pictures,Visible Pictures,All Entertainment
tt0280760,0,260,7.1,11.994,15730665,109,2/5/2015,Music,Drama,Action,Silver Screen Partners III,Locomotive,Red Granite Pictures
tt0408345,0,1259,7.2,9.456,3154346,122,9/9/2005,Mystery,Comedy,Action,Points West Pictures,Iron Horse Entertainment,Warner Bros. Pictures
tt0079758,0,66,7.7,4.847,338987,150,9/3/2010,Animation,Family,Comedy,Warner Bros. Pictures,Malpaso Productions,Silver Pictures
tt0371246,0,20,6.2,1.893,105,97,1/1/1954,Adventure,Fantasy,Animation,Archipel 35,CinéCinéma,Région Bretagne
tt0464049,0,192,7,5.132,4678405,134,12/24/2004,Drama,Family,Fantasy,Banque Populaire Images 11,Uni Étoile 8,Sofica Cofinova
tt0361127,0,302,6.5,6.384,5405500,94,10/31/2014,Thriller,Action,Adventure,Broad Green Pictures,Hyde Park Entertainment,Imagenation Abu Dhabi FZ
tt2822672,0,326,6.1,9.126,84375061,98,9/26/2008,Animation,Comedy,Family,Davis-Panzer Productions,Dimension Films,Selznick International Pictures
tt0077402,0,17,6,2.449,44,94,1/31/2013,Science Fiction,Thriller,Comedy,Carousel Productions,Cannon Group,Golan-Globus Productions
tt0088930,0,372,6.3,7.725,40766041,92,11/21/1991,Comedy,Family,Animation,Mandalay Entertainment,Applecross,Reperage & Vanguard Films
tt2375605,0,82,5.5,6.125,21302121,136,10/25/1996,Adventure,Drama,History,Marimark Productions,Crown International Pictures,Shueisha
tt0113855,0,13,6.3,3.125,55282,93,3/13/2011,Thriller,Drama,Romance,Cofinova 10,Arches Films,Les Films de Batna
tt0133093,0,69,5.2,3.502,2,116,1/16/2006,Drama,Romance,Crime,Paramount,MTV Films,Dickhouse Productions
tt2339741,0,8,6.1,2.043,38261,87,4/22/2011,Drama,Thriller,Drama,Focus Features,Working Title Films,Kennedy Miller Productions
tt0356150,0,699,4.9,9.731,10158000,95,3/30/2012,Drama,Romance,Drama,Ladbroke,United Artists,Barwood Films
tt1594562,0,104,6.8,8.413,2000000,100,9/2/1952,Comedy,Documentary,Drama,Baumgarten Merims Productions,Forest Park Pictures,Illumination Entertainment
tt0087003,0,151,7.8,9.503,39388,115,5/25/1966,History,Crime,Horror,Universal Pictures,Morgan Creek Productions,Columbia Pictures
tt0387575,0,2,6.5,0.668,496000,108,9/4/2014,Thriller,Comedy,Action,Canadian Film or Video Production Tax Credit Fund (CPTC),Manitoba Film and Video Production Tax Credit,Ontario Media Development Corporation (OMDC)
tt4950110,0,35,6.4,5.328,12000000,89,6/1/1968,Adventure,Comedy,Science Fiction,Don Carmody Productions,McMurdo (Canada) Productions,Warner Bros. Pictures
tt0108308,0,269,5.8,10.036,12186625,111,9/9/2011,Thriller,Action,Adventure,Silver Pictures,Donner/Shuler-Donner Productions,Warner Bros. Pictures
tt1720616,0,193,7.5,4.799,1437000,121,6/25/2010,Fantasy,Romance,Horror,Working Title Films,Legendary Entertainment,De Line Pictures
tt0089893,0,61,5.1,5.139,1279,93,10/6/2010,Action,Crime,Drama,Arzu Film,Metro-Goldwyn-Mayer,Loew's Incorporated
tt1860152,0,9,5.2,3.184,2484095,87,7/9/2009,Comedy,Drama,Romance,Futurikon Production II,Mollywood,Castle Rock Entertainment
tt1587422,0,32,6.5,4.555,5186646,103,11/7/1986,Drama,Thriller,Romance,Tag Entertainment,Hammer Film Productions,Exclusive Media
tt2592500,0,33,4.8,4.011,3200000,123,4/2/1993,Action,Science Fiction,Drama,Red Chillies Entertainment,Strand Releasing,Destination Films
tt1542344,0,471,7.3,11.797,32416586,75,4/7/1993,Drama,Comedy,Drama,Wiedemann & Berg Film,Seven Pictures,Two Oceans Production (TOP)
tt0108207,0,85,5,4.54,252603,144,4/24/2012,Drama,Thriller,Crime,Dentsu Productions Ltd.,Nippon Herald Films,Cracking the Earth Films
tt0108037,0,126,6.5,5.812,309973,114,12/15/2010,Drama,Romance,Thriller,Paramount,Orion Pictures,Really Useful Films
tt0452702,0,9,5.6,2.873,1304192,100,3/1/1985,Drama,Action,Drama,Odyssey Entertainment,Scion Films,Warner Bros. Pictures
tt1710417,0,36,7.2,0.6,137460,130,9/19/2013,Horror,Science Fiction,Action,Universal Pictures,Syalis DA,Légende Entreprises
tt0120102,0,293,6.7,7.52,41590893,125,1/1/1978,Adventure,Science Fiction,Fantasy,De Fina-Cappa,Annapurna Pictures,Archer Gray
tt0088758,0,28,5.6,8.061,22587000,125,3/4/1983,Crime,Animation,Comedy,Regency Enterprises,Double Feature Films,Appian Way
tt2737310,0,132,7.6,8.31,53000000,92,12/12/2009,Family,Comedy,Drama,Stone Village Pictures,New Regency Pictures,Rungstedlundfonden
tt0083193,0,384,7.2,9.092,282000,96,10/21/2015,Animation,Horror,Thriller,Universal Pictures,Gold Circle Films,H2F Entertainment
tt1228953,0,305,7.4,6.427,2647055,92,4/11/1996,Comedy,Drama,Romance,Yukon Film Incentive Program,Canadian Film or Video Production Tax Credit Fund (CPTC),Universal Pictures
tt0085980,0,197,5.2,6.496,103504,153,7/11/2012,Action,Comedy,Drama,40 Acres & A Mule Filmworks,20th Century Fox,Largo Entertainment
tt2282849,0,249,5.9,6.86,5750401,117,8/28/2013,Action,Comedy,Music,Walt Disney Pictures,Walt Disney Productions,Rosa Filmes
tt0323944,0,1248,6.6,10.858,268254,86,4/4/1998,Crime,Mystery,Comedy,Fortis Films,Castle Rock Entertainment,Village Roadshow Pictures
tt1284575,0,32,7.6,2.419,2080046,93,8/24/1988,Mystery,Thriller,Comedy,Touchstone Pictures,Electronic Arts,DreamWorks Pictures
tt0365929,0,29,7.1,2.289,127067,94,5/14/2004,Romance,Drama,Drama,Winston Davis and Associates,National Lampoon Productions,Niccol Films
tt0122151,0,356,5.5,7.63,24007324,105,4/10/2009,Comedy,Drama,Romance,The Lab Of Madness,Neighborhood Watch,The Ladd Company
tt0425112,0,29,6.3,3.644,19791,105,11/7/2005,Drama,Action,Comedy,Epic Match Media,Warner Bros. Pictures,Rabbit Bandini Productions
tt0120133,0,258,7.4,7.182,5000000,92,7/22/1954,Horror,Drama,Thriller,Blumhouse Productions,Solana Films,WestEnd Films
tt0440963,0,835,6.1,6.624,73100172,95,10/11/2012,Crime,Drama,Comedy,Demarest Films,Lipsync Productions,Number 9 Films
tt0166813,0,477,7.7,7.965,4790751,118,1/24/2010,Family,Drama,Action,Irish Film Board,Parallel Films,TriStar Pictures
tt0253828,0,17,3.5,2.305,11690,89,10/17/1997,Horror,Drama,Mystery,Cattleya,1492 Pictures,21 Laps Entertainment
tt0047472,0,133,5.5,7.133,30626182,109,3/30/1994,Thriller,Romance,Drama,20th Century Fox,Ingenious Media,Serendipity Point Films
tt1648179,0,11,6.9,2.594,1782005,115,9/18/1998,Adventure,Family,Fantasy,Sunn Classic Pictures,TAFT Entertainment Pictures,Wardour Street Pictures
tt0044079,0,129,5.9,7.348,2960993,87,11/13/2008,Romance,Drama,Comedy,ImageMovers,Angry Films,Kontsept Film Company
tt2378281,0,52,5.3,4.645,3102550,88,8/16/2005,Adventure,Drama,Action,Killer Films,Big Indie Pictures,BSM Studio
tt0195685,0,20,6.5,1.844,81368,86,10/12/2007,Comedy,Romance,Comedy,Centre National de la Cinématographie,Canal+,Radio Télévision Belge Francophone
tt0881320,0,33,5.2,3.87,27769,99,2/10/2007,Drama,Thriller,Romance,Cofinova 12,ARTE,Petit Film
tt1112115,0,17,7.4,2.257,528972,99,9/16/1998,Comedy,Drama,Comedy,Warner Bros. Pictures,Cruel & Unusual Films,TriStar Pictures
tt0112641,0,140,7.2,7.927,4398938,115,8/11/1987,Comedy,Horror,Action,Summit Entertainment,Icon Productions,Infinity Features Entertainment
tt0168501,0,29,6.7,1.437,17355,100,11/2/2016,Drama,Comedy,Drama,Miramax,Harbour Pictures,Price Productions
tt0437447,0,60,5.7,5.3,4300000,91,6/24/1983,Romance,Adventure,History,Paramount,Troy Entertainment,Informant Media
tt0033563,0,182,7.5,7.144,430041,121,4/24/2010,Drama,Action,Thriller,MICA Entertainment,Dodi Fayed - Jack Wiener,Orion Pictures
tt2097307,0,649,6.4,8.494,89325780,90,12/20/1991,Comedy,Action,Horror,Captivate Entertainment,Pearl Street Films,Double Negative
tt1655460,0,57,6.8,4.434,793604,91,5/11/2005,Drama,Family,Animation,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I),Seven Arts Pictures,Stander Productions
tt1265990,0,154,4.3,9.162,940944,123,6/28/2000,Family,Adventure,Comedy,The Imaginarium,ZenHQ Films,Grosvenor Park Productions
tt0415932,0,13,2.7,3.45,527000,84,6/15/2003,Comedy,Family,Horror,Walt Disney Pictures,ImageMovers,L.I.F.T. Production
tt0249380,0,464,5.8,11.307,19576023,81,8/23/2002,Thriller,Comedy,Drama,Eden Rock Media,Delphi II Productions,Columbia Pictures
tt0376717,0,30,6,1.813,25781,125,6/6/2014,Drama,Thriller,Adventure,Dayday Films,Temple Hill Entertainment,TSG Entertainment
tt0079336,0,90,5.9,7.924,38702310,192,7/2/1986,Science Fiction,Thriller,Horror,Summit Entertainment,Red Wagon Entertainment,Metro-Goldwyn-Mayer
tt1049402,0,152,7.1,9.294,11837022,96,3/12/2004,Science Fiction,Action,Drama,SLM Production Group,Brooksfilms,New Line Cinema
tt0085382,0,81,6.2,7.194,3800000,180,9/2/2008,Romance,Science Fiction,Comedy,Castle Rock Entertainment,State Street Pictures,CBS Films
tt0113987,0,2,4,1.211,42108,99,5/7/2003,War,Drama,Drama,Pistachio Pictures,AMLF,Goldcrest Films International
tt0146309,0,9,4.9,1.533,43,130,4/9/1969,Mystery,Crime,Drama,Dentsu,Challenge Film Corporation,Entertainment
tt1226229,0,9,7.3,2.117,449707,97,9/11/1993,Mystery,Thriller,Action,Muse Productions,XYZ Funding N.V.,Icon Entertainment International
tt0026752,0,7,6.3,1.909,13300000,87,5/13/1970,Crime,Thriller,Comedy,CBS Films,StudioCanal,Anton Capital Entertainment (ACE)
tt1596343,0,180,5.7,7.101,539957,111,8/22/2010,Animation,Family,Comedy,Scott Rudin Productions,Mike Zoss Productions,Empire Pictures
tt1523483,0,63,6.6,3.558,0,88,4/26/1978,Drama,Music,Romance,Condemned Productions,Sidestreet Entertainment,WWE Studios
tt0306047,0,32,6.6,3.267,1819410,107,4/29/2003,Action,Comedy,Crime,Colossal Entertainment,New Wave Entertainment,Lionsgate
tt0292490,0,59,6.8,6.919,6000000,109,5/26/1967,History,Romance,Comedy,Relativity Media,Columbia Pictures,Happy Madison Productions
tt0339806,0,725,8.1,10.367,857522,94,9/6/2014,Fantasy,Comedy,Music,Irish Film Board,Scott Free Productions,De Line Pictures
tt1865505,0,1201,7.3,8.931,81071,108,9/9/2012,Family,Fantasy,Science Fiction,Village Roadshow Pictures,Castle Rock Entertainment,Darkwoods Productions
tt0100258,0,153,6.4,9.561,20603715,185,2/7/1986,Drama,Comedy,Horror,Burns Family Studios,Miramax,Sidney Kimmel Entertainment
tt1648190,0,37,6.6,5.477,2967668,83,7/30/1993,Action,Thriller,Comedy,Nu Image,Corsan,Millennium Films
tt1198138,0,45,6.5,3.088,31651,114,1/1/2003,Family,Fantasy,Drama,BenderSpink,Spring Creek Productions,Management Company Entertainment Group (MCEG)
tt4196776,0,460,7.5,7.855,31055440,110,10/22/2008,Comedy,Drama,Romance,Mattel Entertainment,Rainmaker Entertainment,Metro-Goldwyn-Mayer
tt0106521,0,556,6.7,8.832,40471663,113,2/28/1986,Comedy,Romance,Thriller,Loew's Incorporated,New Line Cinema,WingNut Films
tt0114113,0,182,5.7,7.256,1928985,144,5/13/2005,Science Fiction,Adventure,Comedy,The Saul Zaentz Company,Participant Media,Smoke House Pictures
tt0380599,0,8546,6.9,19.452,288747895,90,3/14/2014,Drama,Romance,Drama,The Mark Gordon Company,Gondola Pictures,Universal Pictures
tt2473510,0,1815,7.4,14.039,111127553,139,1/29/2002,Animation,Family,Drama,Cineplex-Odeon Films,Gigantic Movie,Epoch Films
tt0091981,0,39,6,5.75,8096542,116,5/29/1992,Family,Drama,Drama,Warner Bros. Pictures,Studio Ghibli,Nibariki
tt0472043,0,441,6.7,8.482,15360553,111,5/25/1990,Mystery,Drama,Romance,Miramax,Simcom Limited,Guardian Trust Company
tt0100944,0,0,0,0.6,5965,110,3/11/2005,Science Fiction,Comedy,Drama,Canal+,Legend3D,Walt Disney Pictures
tt4649416,0,298,7.3,6.477,5471088,98,9/16/1992,Crime,Drama,Romance,Digic Pictures,Image Engine Design,Marza Animation Planet
tt0160916,0,0,0,0.6,77156,117,2/23/2017,Comedy,Family,Drama,Filmboard Berlin-Brandenburg (FBB),R.P. Productions,StudioCanal
tt0390538,0,352,5.9,9.688,8642858,129,4/27/2007,Thriller,Comedy,Drama,Loew's,Metro-Goldwyn-Mayer,21 Laps Entertainment
tt6273862,0,296,7.3,6.149,2077763,109,5/25/2006,Family,Action,Comedy,1492 Pictures,Dune Entertainment,Moving Picture Company
tt1564367,0,6,7.6,1.318,26632,117,9/16/2015,Action,Thriller,Action,Memento Films Distribution,Memento Films International,Pictanovo Nord-Pas-de-Calais
tt0758774,0,53,5.2,3.994,1236094,111,4/6/2015,Thriller,Science Fiction,Action,Soficinéma 12,SCOPE Pictures,Ciné+
tt4079142,0,591,5.5,8.42,39881,101,7/12/2013,Romance,Horror,Drama,FFA,Integrated Films,Lionsgate
tt0268995,0,4426,8.6,25.766,357986087,90,8/26/2016,Animation,Drama,Family,Gold Circle Films,Fox 2000 Pictures,Temple Hill Entertainment
tt1586752,0,2,6,0.6,1218730,120,5/11/1990,Family,Comedy,Romance,Virgin Produced,GreeneStreet Films,Wessler Entertainment
tt0406375,0,304,6.8,8.344,16441438,89,1/26/2010,Drama,Mystery,Drama,Windsor Productions,20th Century Fox,Columbia Pictures
tt1610301,0,42,7.9,2.685,4865997,108,1/1/1988,Thriller,Comedy,Romance,Relativity Media,QED International,Davis Entertainment
tt0065207,0,438,6.3,6.872,37691644,130,12/25/2005,Drama,Mystery,Thriller,HanWay Films,Blueprint Pictures,Def Pictures
tt1559547,0,51,7.7,3.311,192400,112,11/8/2014,Mystery,Thriller,Comedy,Warner Bros. Pictures,1492 Pictures,Dune Entertainment
tt3522806,0,35,4.6,2.906,9195,85,1/20/2013,Fantasy,Drama,Thriller,FortyFour Studios,Ingenious Media,Empire Pictures
tt0402894,0,464,7.4,7.367,11486,141,10/10/2014,Horror,Mystery,Thriller,Dimension Films,Village Roadshow Pictures,Davis Entertainment
tt0070735,0,41,8.2,3.278,30000,109,1/1/1974,Documentary,Music,Drama,Fortress Films,Alphaville Films,Lakeshore Entertainment
tt2272336,0,64,6.7,3.85,88000000,106,5/18/2013,Western,Action,Crime,Michael White Productions,National Film Trustee Company,TriStar Pictures
tt2278392,0,217,6.5,6.69,18130888,122,4/18/2008,Comedy,Fantasy,Romance,Les Productions Artistes Associés,Da Ma Produzione,Amazon Studios
tt3483712,0,13,4.5,3.294,3169719,100,8/16/1989,Comedy,Romance,Family,TriStar Pictures,Epic Productions,Czar Pictures
tt1386932,0,78,5.7,6.402,165888,93,9/9/2008,Drama,Adventure,Action,Hollywood Storm,Jack Rollins & Charles H. Joffe Productions,United Artists
tt0116996,0,39,6.3,1.802,85154,86,9/2/2012,Action,Thriller,Crime,Sandrews,Treklövern,Team Film AB
tt1176251,0,64,6.4,5.296,16668552,120,1/26/1994,Drama,Comedy,Drama,The Lloyd Segan Company,Tenth Planet Productions,Paramount
tt0480255,0,158,6.9,7.972,704,111,3/9/2012,Romance,Horror,Mystery,Village Roadshow Pictures,VH1 Television,NPV Entertainment
tt0449487,0,184,7.1,5.844,42400000,113,3/8/1985,Romance,Music,Comedy,Neal Street Productions,Playtone,Scamp Film and Theatre Ltd.
tt1178665,0,72,7,4.349,30857,110,8/30/1967,Drama,Horror,Comedy,Warner Bros. Pictures,Eros International,Shree Ashtavinayak Cine Vision
tt0089560,0,23,5.5,2.675,271375,144,4/17/1998,Drama,Crime,Thriller,Regency Enterprises,New Regency Pictures,Friendly Films (II)
tt0061473,0,9,6.4,2.013,1,115,6/1/1990,Thriller,Adventure,Comedy,Universal Pictures,Spyglass Entertainment,Bazelevs Production
tt0056241,0,103,6.4,6.044,20000000,95,3/21/1975,Thriller,Action,Adventure,Miramax,Universal Pictures,Working Title Films
tt0099327,0,45,6.2,4.393,41939392,95,3/21/2008,Fantasy,War,Animation,Atlantic Television,StudioCanal,Little Bird
tt1723121,0,363,6.8,13.255,269980,105,7/9/2016,Comedy,Thriller,Action,Walt Disney Productions,Great American Films Limited Partnership,Vestron Pictures
tt0089346,0,34,5.3,3.928,4654288,92,5/1/1991,Thriller,Comedy,Crime,Dorset Productions,Robert H. Solo Productions,Warner Bros. Pictures
tt5595168,0,97,7.2,8.938,266665,83,5/23/1999,Drama,Comedy,Fantasy,Paramount,Double Feature Films,Intermedia Films
tt0045125,0,596,5.7,6.732,75871032,90,2/6/2009,Family,Drama,Romance,Silver Pictures,Lin Pictures,Wigram Productions
